"2017-05-18 13:15:20,548",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps
"2017-05-18 13:18:13,688","32","40","146",4,0,0,True,LinearRegression,50.83,32,32,200,1,32,0
"2017-05-18 13:19:12,783","32","40","146",4,0,0,True,LinearRegression,46.60,32,32,200,1,32,0
"2017-05-18 13:20:11,049","32","40","146",4,0,0,True,LinearRegression,45.93,32,32,200,1,32,0
"2017-05-18 13:21:06,821","32","40","146",4,0,0,True,LinearRegression,44.20,32,32,200,1,32,0
"2017-05-18 13:22:02,063","32","40","146",4,0,0,True,LinearRegression,42.65,32,32,200,1,32,0
"2017-05-18 13:22:56,251","32","40","146",4,0,0,True,LinearRegression,42.12,32,32,200,1,32,0
"2017-05-18 13:23:56,822","32","40","146",4,0,0,True,LinearRegression,48.02,32,32,200,1,32,0
"2017-05-18 13:24:52,308","32","40","146",4,0,0,True,LinearRegression,43.00,32,32,200,1,32,0
"2017-05-18 13:25:48,576","32","40","146",4,0,0,True,LinearRegression,44.13,32,32,200,1,32,0
"2017-05-18 13:26:49,449","32","40","146",4,0,0,True,LinearRegression,48.67,32,32,200,1,32,0
"2017-05-18 13:27:48,890","32","40","146",4,0,0,True,LinearRegression,47.13,32,32,200,1,32,0
"2017-05-18 13:28:51,321","32","40","146",4,0,0,True,LinearRegression,50.16,32,32,200,1,32,0
"2017-05-18 13:29:52,219","32","40","146",4,0,0,True,LinearRegression,48.27,32,32,200,1,32,0
"2017-05-18 13:30:52,174","32","40","146",4,0,0,True,LinearRegression,47.65,32,32,200,1,32,0
"2017-05-18 13:31:54,984","32","40","146",4,0,0,True,LinearRegression,50.62,32,32,200,1,32,0
"2017-05-18 13:32:57,462","32","40","146",4,0,0,True,LinearRegression,50.48,32,32,200,1,32,0
"2017-05-18 13:34:01,234","32","40","146",4,0,0,True,LinearRegression,51.69,32,32,200,1,32,0
"2017-05-18 13:34:59,527","32","40","146",4,0,0,True,LinearRegression,46.38,32,32,200,1,32,0
"2017-05-18 13:35:55,310","32","40","146",4,0,0,True,LinearRegression,43.49,32,32,200,1,32,0
"2017-05-18 13:36:57,227","32","40","146",4,0,0,True,LinearRegression,50.08,32,32,200,1,32,0
"2017-05-18 13:12:58,563","32","40","146",4,0,0,True,LinearRegression,47.83,32,32,200,1,32,0
"2017-05-18 13:13:46,092","32","40","146",4,0,0,True,LinearRegression,37.12,32,32,200,1,32,0
"2017-05-18 13:14:39,146","32","40","146",4,0,0,True,LinearRegression,42.44,32,32,200,1,32,0
"2017-05-18 13:15:33,844","32","40","146",4,0,0,True,LinearRegression,42.67,32,32,200,1,32,0
"2017-05-18 13:16:28,264","32","40","146",4,0,0,True,LinearRegression,42.13,32,32,200,1,32,0
"2017-05-18 13:17:22,869","32","40","146",4,0,0,True,LinearRegression,42.54,32,32,200,1,32,0
"2017-05-18 13:18:17,886","32","40","146",4,0,0,True,LinearRegression,42.62,32,32,200,1,32,0
"2017-05-18 13:19:21,034","32","40","146",4,0,0,True,LinearRegression,51.16,32,32,200,1,32,0
"2017-05-18 13:20:24,367","32","40","146",4,0,0,True,LinearRegression,50.98,32,32,200,1,32,0
"2017-05-18 13:21:25,445","32","40","146",4,0,0,True,LinearRegression,48.68,32,32,200,1,32,0
"2017-05-18 13:22:27,186","32","40","146",4,0,0,True,LinearRegression,49.20,32,32,200,1,32,0
"2017-05-18 13:23:28,119","32","40","146",4,0,0,True,LinearRegression,48.58,32,32,200,1,32,0
"2017-05-18 13:24:31,039","32","40","146",4,0,0,True,LinearRegression,50.18,32,32,200,1,32,0
"2017-05-18 13:25:35,241","32","40","146",4,0,0,True,LinearRegression,51.76,32,32,200,1,32,0
"2017-05-18 13:26:34,005","32","40","146",4,0,0,True,LinearRegression,45.88,32,32,200,1,32,0
"2017-05-18 13:27:28,295","32","40","146",4,0,0,True,LinearRegression,41.86,32,32,200,1,32,0
"2017-05-18 13:28:24,348","32","40","146",4,0,0,True,LinearRegression,44.27,32,32,200,1,32,0
"2017-05-18 13:29:18,017","32","40","146",4,0,0,True,LinearRegression,41.35,32,32,200,1,32,0
"2017-05-18 13:30:10,311","32","40","146",4,0,0,True,LinearRegression,40.19,32,32,200,1,32,0
"2017-05-18 13:31:03,116","32","40","146",4,0,0,True,LinearRegression,40.91,32,32,200,1,32,0
"2017-05-18 13:31:59,578","32","40","146",4,0,0,True,LinearRegression,44.27,32,32,200,1,32,0
"2017-05-18 13:33:04,301","32","40","146",4,0,0,True,LinearRegression,52.80,32,32,200,1,32,0
"2017-05-18 13:34:01,288","32","40","146",4,0,0,True,LinearRegression,45.28,32,32,200,1,32,0
"2017-05-18 13:35:03,456","32","40","146",4,0,0,True,LinearRegression,50.47,32,32,200,1,32,0
"2017-05-18 13:36:05,412","32","40","146",4,0,0,True,LinearRegression,49.70,32,32,200,1,32,0
"2017-05-18 13:39:53,171","32","40","146",4,0,0,True,LinearRegression,55.71,32,32,200,1,32,0
"2017-05-18 13:41:14,018","32","40","146",4,0,0,True,LinearRegression,68.55,32,32,200,1,32,0
"2017-05-18 13:42:34,718","32","40","146",4,0,0,True,LinearRegression,67.69,32,32,200,1,32,0
"2017-05-18 13:43:37,998","32","40","146",4,0,0,True,LinearRegression,49.92,32,32,200,1,32,0
"2017-05-18 13:44:43,028","32","40","146",4,0,0,True,LinearRegression,52.75,32,32,200,1,32,0
"2017-05-18 13:45:58,139","32","40","146",4,0,0,True,LinearRegression,62.08,32,32,200,1,32,0
"2017-05-18 13:47:21,106","32","40","146",4,0,0,True,LinearRegression,69.05,32,32,200,1,32,0
"2017-05-18 13:48:33,250","32","40","146",4,0,0,True,LinearRegression,58.77,32,32,200,1,32,0
"2017-05-18 13:49:53,018","32","40","146",4,0,0,True,LinearRegression,67.63,32,32,200,1,32,0
"2017-05-18 13:51:14,057","32","40","146",4,0,0,True,LinearRegression,67.53,32,32,200,1,32,0
"2017-05-18 13:52:17,591","32","40","146",4,0,0,True,LinearRegression,50.70,32,32,200,1,32,0
"2017-05-18 13:53:45,488","32","40","146",4,0,0,True,LinearRegression,75.39,32,32,200,1,32,0
"2017-05-18 13:55:03,807","32","40","146",4,0,0,True,LinearRegression,64.81,32,32,200,1,32,0
"2017-05-18 13:56:04,514","32","40","146",4,0,0,True,LinearRegression,47.75,32,32,200,1,32,0
"2017-05-18 13:57:37,808","32","40","146",4,0,0,True,LinearRegression,80.37,32,32,200,1,32,0
"2017-05-18 13:58:54,160","32","40","146",4,0,0,True,LinearRegression,63.69,32,32,200,1,32,0
"2017-05-18 13:59:55,984","32","40","146",4,0,0,True,LinearRegression,49.65,32,32,200,1,32,0
"2017-05-18 14:01:28,723","32","40","146",4,0,0,True,LinearRegression,79.04,32,32,200,1,32,0
"2017-05-18 14:02:41,647","32","40","146",4,0,0,True,LinearRegression,59.93,32,32,200,1,32,0
"2017-05-18 14:03:45,553","32","40","146",4,0,0,True,LinearRegression,51.19,32,32,200,1,32,0
"2017-05-18 14:04:49,737","32","40","146",4,0,0,True,LinearRegression,51.47,32,32,200,1,32,0
"2017-05-18 14:06:21,704","32","40","146",4,0,0,True,LinearRegression,78.52,32,32,200,1,32,0
"2017-05-18 14:07:38,438","32","40","146",4,0,0,True,LinearRegression,63.74,32,32,200,1,32,0
"2017-05-18 14:08:49,359","32","40","146",4,0,0,True,LinearRegression,57.86,32,32,200,1,32,0
"2017-05-18 14:10:12,140","32","40","146",4,0,0,True,LinearRegression,69.89,32,32,200,1,32,0
