"2017-05-02 19:13:38,147",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps
"2017-05-02 19:21:30,233","32","40",54,4,0,0,True,LinearRegression,39.58,32,32,200,1,32,0
"2017-05-02 19:22:29,924","32","40",54,4,0,0,True,LinearRegression,47.28,32,32,200,1,32,0
"2017-05-02 19:23:28,186","32","40",54,4,0,0,True,LinearRegression,45.67,32,32,200,1,32,0
"2017-05-02 19:24:27,949","32","40",54,4,0,0,True,LinearRegression,47.25,32,32,200,1,32,0
"2017-05-02 19:25:29,851","32","40",54,4,0,0,True,LinearRegression,49.61,32,32,200,1,32,0
"2017-05-02 19:26:32,578","32","40",54,4,0,0,True,LinearRegression,50.48,32,32,200,1,32,0
"2017-05-02 19:27:35,205","32","40",54,4,0,0,True,LinearRegression,50.12,32,32,200,1,32,0
"2017-05-02 19:28:38,700","32","40",54,4,0,0,True,LinearRegression,50.88,32,32,200,1,32,0
"2017-05-02 19:29:40,775","32","40",54,4,0,0,True,LinearRegression,49.50,32,32,200,0,31,1
"2017-05-02 19:30:46,504","32","40",54,4,0,0,True,LinearRegression,53.70,32,32,200,1,32,0
"2017-05-02 19:31:51,350","32","40",54,4,0,0,True,LinearRegression,52.85,32,32,200,1,32,0
"2017-05-02 19:32:55,678","32","40",54,4,0,0,True,LinearRegression,52.19,32,32,200,1,32,0
"2017-05-02 19:33:57,793","32","40",54,4,0,0,True,LinearRegression,51.69,32,32,200,1,32,0
"2017-05-02 19:35:01,746","32","40",54,4,0,0,True,LinearRegression,52.73,32,32,200,1,32,0
"2017-05-02 19:35:58,626","32","40",54,4,0,0,True,LinearRegression,45.07,32,32,200,1,32,0
"2017-05-02 19:36:49,457","32","40",54,4,0,0,True,LinearRegression,39.38,32,32,200,0,31,1
"2017-05-02 19:37:45,603","32","40",54,4,0,0,True,LinearRegression,44.87,32,32,200,1,32,0
"2017-05-02 19:13:42,205","32","40",54,4,0,0,True,LinearRegression,47.74,32,32,200,1,32,0
"2017-05-02 19:14:38,799","32","40",54,4,0,0,True,LinearRegression,44.38,32,32,200,0,31,1
"2017-05-02 19:15:34,353","32","40",54,4,0,0,True,LinearRegression,43.02,32,32,200,1,32,0
"2017-05-02 19:16:34,051","32","40",54,4,0,0,True,LinearRegression,47.68,32,32,200,1,32,0
"2017-05-02 19:17:33,175","32","40",54,4,0,0,True,LinearRegression,47.25,32,32,200,0,31,1
"2017-05-02 19:18:25,323","32","40",54,4,0,0,True,LinearRegression,39.78,32,32,200,1,32,0
"2017-05-02 19:19:23,359","32","40",54,4,0,0,True,LinearRegression,45.66,32,32,200,1,32,0
"2017-05-02 19:20:27,253","32","40",54,4,0,0,True,LinearRegression,51.68,32,32,200,1,32,0
"2017-05-02 19:21:20,476","32","40",54,4,0,0,True,LinearRegression,40.72,32,32,200,1,32,0
"2017-05-02 19:22:12,991","32","40",54,4,0,0,True,LinearRegression,40.04,32,32,200,1,32,0
"2017-05-02 19:23:05,279","32","40",54,4,0,0,True,LinearRegression,39.99,32,32,200,1,32,0
"2017-05-02 19:24:07,163","32","40",54,4,0,0,True,LinearRegression,49.37,32,32,200,1,32,0
"2017-05-02 19:25:11,867","32","40",54,4,0,0,True,LinearRegression,52.77,32,32,200,1,32,0
"2017-05-02 19:26:15,619","32","40",54,4,0,0,True,LinearRegression,51.89,32,32,200,1,32,0
"2017-05-02 19:27:07,513","32","40",54,4,0,0,True,LinearRegression,39.95,32,32,200,0,31,1
"2017-05-02 19:28:09,017","32","40",54,4,0,0,True,LinearRegression,49.86,32,32,200,1,32,0
"2017-05-02 19:28:59,568","32","40",54,4,0,0,True,LinearRegression,40.36,32,32,200,1,32,0
"2017-05-02 19:29:47,039","32","40",54,4,0,0,True,LinearRegression,37.19,32,32,200,1,32,0
"2017-05-02 19:30:34,086","32","40",54,4,0,0,True,LinearRegression,37.21,32,32,200,0,31,1
"2017-05-02 19:31:21,640","32","40",54,4,0,0,True,LinearRegression,37.52,32,32,200,1,32,0
"2017-05-02 19:32:08,399","32","40",54,4,0,0,True,LinearRegression,37.02,32,32,200,1,32,0
"2017-05-02 19:32:55,665","32","40",54,4,0,0,True,LinearRegression,37.42,32,32,200,1,32,0
"2017-05-02 19:33:43,454","32","40",54,4,0,0,True,LinearRegression,37.80,32,32,200,1,32,0
"2017-05-02 19:34:37,605","32","40",54,4,0,0,True,LinearRegression,43.84,32,32,200,1,32,0
"2017-05-02 19:35:24,395","32","40",54,4,0,0,True,LinearRegression,36.58,32,32,200,1,32,0
"2017-05-02 19:14:26,577","32","40",54,4,0,0,True,LinearRegression,49.84,32,32,200,0,31,1
"2017-05-02 19:15:28,765","32","40",54,4,0,0,True,LinearRegression,49.77,32,32,200,1,32,0
"2017-05-02 19:16:34,724","32","40",54,4,0,0,True,LinearRegression,53.48,32,32,200,0,30,2
"2017-05-02 19:17:39,379","32","40",54,4,0,0,True,LinearRegression,51.88,32,32,200,1,32,0
"2017-05-02 19:18:31,896","32","40",54,4,0,0,True,LinearRegression,40.18,32,32,200,1,32,0
"2017-05-02 19:19:33,168","32","40",54,4,0,0,True,LinearRegression,49.17,32,32,200,1,32,0
"2017-05-02 19:20:32,126","32","40",54,4,0,0,True,LinearRegression,46.75,32,32,200,1,32,0
"2017-05-02 19:21:26,458","32","40",54,4,0,0,True,LinearRegression,42.36,32,32,200,1,32,0
"2017-05-02 19:22:19,725","32","40",54,4,0,0,True,LinearRegression,41.28,32,32,200,1,32,0
"2017-05-02 19:23:12,465","32","40",54,4,0,0,True,LinearRegression,40.37,32,32,200,0,30,2
"2017-05-02 19:24:17,008","32","40",54,4,0,0,True,LinearRegression,51.99,32,32,200,1,32,0
"2017-05-02 19:25:19,639","32","40",54,4,0,0,True,LinearRegression,50.01,32,32,200,1,32,0
"2017-05-02 19:26:17,522","32","40",54,4,0,0,True,LinearRegression,45.95,32,32,200,1,32,0
"2017-05-02 19:27:08,969","32","40",54,4,0,0,True,LinearRegression,39.60,32,32,200,1,32,0
"2017-05-02 19:28:05,374","32","40",54,4,0,0,True,LinearRegression,44.64,32,32,200,1,32,0
"2017-05-02 19:29:03,764","32","40",54,4,0,0,True,LinearRegression,46.68,32,32,200,0,31,1
"2017-05-02 19:29:50,619","32","40",54,4,0,0,True,LinearRegression,36.46,32,32,200,1,32,0
"2017-05-02 19:30:37,462","32","40",54,4,0,0,True,LinearRegression,36.66,32,32,200,0,31,1
"2017-05-02 19:31:24,490","32","40",54,4,0,0,True,LinearRegression,37.11,32,32,200,1,32,0
"2017-05-02 19:32:11,554","32","40",54,4,0,0,True,LinearRegression,36.99,32,32,200,1,32,0
"2017-05-02 19:32:58,931","32","40",54,4,0,0,True,LinearRegression,37.06,32,32,200,1,32,0
"2017-05-02 19:33:46,146","32","40",54,4,0,0,True,LinearRegression,37.11,32,32,200,1,32,0
"2017-05-02 19:34:36,028","32","40",54,4,0,0,True,LinearRegression,39.63,32,32,200,1,32,0
"2017-05-02 19:35:23,106","32","40",54,4,0,0,True,LinearRegression,36.88,32,32,200,0,31,1
"2017-05-02 19:36:12,347","32","40",54,4,0,0,True,LinearRegression,39.29,32,32,200,1,32,0
