"2017-05-17 17:02:49,789",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps
"2017-05-17 17:45:59,107","32","40","150",4,0,0,True,LinearRegression,80.06,32,32,200,1,32,0
"2017-05-17 17:47:24,382","32","40","150",4,0,0,True,LinearRegression,72.42,32,32,200,1,32,0
"2017-05-17 17:48:51,707","32","40","150",4,0,0,True,LinearRegression,73.92,32,32,200,1,32,0
"2017-05-17 17:50:28,626","32","40","150",4,0,0,True,LinearRegression,83.34,32,32,200,1,32,0
"2017-05-17 17:51:39,627","32","40","150",4,0,0,True,LinearRegression,57.36,32,32,200,1,32,0
"2017-05-17 17:53:20,129","32","40","150",4,0,0,True,LinearRegression,87.55,32,32,200,1,32,0
"2017-05-17 17:54:54,220","32","40","150",4,0,0,True,LinearRegression,80.88,32,32,200,1,32,0
"2017-05-17 17:56:00,889","32","40","150",4,0,0,True,LinearRegression,53.77,32,32,200,1,32,0
"2017-05-17 17:57:36,087","32","40","150",4,0,0,True,LinearRegression,82.05,32,32,200,1,32,0
"2017-05-17 17:58:59,209","32","40","150",4,0,0,True,LinearRegression,70.52,32,32,200,1,32,0
"2017-05-17 18:00:12,398","32","40","150",4,0,0,True,LinearRegression,60.27,32,32,200,1,32,0
"2017-05-17 18:01:49,582","32","40","150",4,0,0,True,LinearRegression,83.33,32,32,200,1,32,0
"2017-05-17 17:02:29,765","32","40","150",4,0,0,True,LinearRegression,50.82,32,32,200,1,32,0
"2017-05-17 17:03:20,238","32","40","150",4,0,0,True,LinearRegression,38.53,32,32,200,1,32,0
"2017-05-17 17:04:13,448","32","40","150",4,0,0,True,LinearRegression,41.72,32,32,200,1,32,0
"2017-05-17 17:05:10,070","32","40","150",4,0,0,True,LinearRegression,44.94,32,32,200,1,32,0
"2017-05-17 17:06:06,943","32","40","150",4,0,0,True,LinearRegression,45.95,32,32,200,1,32,0
"2017-05-17 17:07:04,155","32","40","150",4,0,0,True,LinearRegression,46.06,32,32,200,1,32,0
"2017-05-17 17:07:56,907","32","40","150",4,0,0,True,LinearRegression,41.65,32,32,200,1,32,0
"2017-05-17 17:08:48,803","32","40","150",4,0,0,True,LinearRegression,40.66,32,32,200,1,32,0
"2017-05-17 17:09:43,971","32","40","150",4,0,0,True,LinearRegression,44.10,32,32,200,1,32,0
"2017-05-17 17:10:44,406","32","40","150",4,0,0,True,LinearRegression,49.64,32,32,200,1,32,0
"2017-05-17 17:11:41,432","32","40","150",4,0,0,True,LinearRegression,46.32,32,32,200,1,32,0
"2017-05-17 17:12:35,628","32","40","150",4,0,0,True,LinearRegression,42.40,32,32,200,1,32,0
"2017-05-17 17:13:30,829","32","40","150",4,0,0,True,LinearRegression,44.16,32,32,200,1,32,0
"2017-05-17 17:14:23,780","32","40","150",4,0,0,True,LinearRegression,42.15,32,32,200,1,32,0
"2017-05-17 17:15:22,664","32","40","150",4,0,0,True,LinearRegression,47.53,32,32,200,1,32,0
"2017-05-17 17:16:16,195","32","40","150",4,0,0,True,LinearRegression,42.86,32,32,200,1,32,0
"2017-05-17 17:17:18,886","32","40","150",4,0,0,True,LinearRegression,51.85,32,32,200,1,32,0
"2017-05-17 17:18:18,183","32","40","150",4,0,0,True,LinearRegression,48.25,32,32,200,1,32,0
"2017-05-17 17:19:19,871","32","40","150",4,0,0,True,LinearRegression,50.21,32,32,200,1,32,0
"2017-05-17 17:20:15,315","32","40","150",4,0,0,True,LinearRegression,44.82,32,32,200,1,32,0
"2017-05-17 17:21:22,731","32","40","150",4,0,0,True,LinearRegression,56.40,32,32,200,1,32,0
"2017-05-17 17:22:27,787","32","40","150",4,0,0,True,LinearRegression,54.37,32,32,200,1,32,0
"2017-05-17 17:23:35,605","32","40","150",4,0,0,True,LinearRegression,56.36,32,32,200,1,32,0
"2017-05-17 17:24:40,837","32","40","150",4,0,0,True,LinearRegression,53.37,32,32,200,1,32,0
"2017-05-17 17:25:28,572","32","40","150",4,0,0,True,LinearRegression,37.16,32,32,200,1,32,0
"2017-05-17 17:01:08,447","32","40","150",4,0,0,True,LinearRegression,53.96,32,32,200,1,32,0
"2017-05-17 17:02:06,672","32","40","150",4,0,0,True,LinearRegression,45.91,32,32,200,1,32,0
"2017-05-17 17:03:01,757","32","40","150",4,0,0,True,LinearRegression,43.57,32,32,200,1,32,0
"2017-05-17 17:03:57,914","32","40","150",4,0,0,True,LinearRegression,44.45,32,32,200,1,32,0
"2017-05-17 17:05:04,614","32","40","150",4,0,0,True,LinearRegression,55.63,32,32,200,1,32,0
"2017-05-17 17:06:11,514","32","40","150",4,0,0,True,LinearRegression,55.28,32,32,200,1,32,0
"2017-05-17 17:07:17,016","32","40","150",4,0,0,True,LinearRegression,54.44,32,32,200,1,32,0
"2017-05-17 17:08:25,315","32","40","150",4,0,0,True,LinearRegression,56.42,32,32,200,1,32,0
"2017-05-17 17:09:26,935","32","40","150",4,0,0,True,LinearRegression,50.51,32,32,200,1,32,0
"2017-05-17 17:10:19,981","32","40","150",4,0,0,True,LinearRegression,42.21,32,32,200,1,32,0
"2017-05-17 17:11:12,918","32","40","150",4,0,0,True,LinearRegression,41.90,32,32,200,1,32,0
"2017-05-17 17:12:06,452","32","40","150",4,0,0,True,LinearRegression,42.50,32,32,200,1,32,0
"2017-05-17 17:13:02,802","32","40","150",4,0,0,True,LinearRegression,45.82,32,32,200,1,32,0
"2017-05-17 17:13:56,762","32","40","150",4,0,0,True,LinearRegression,43.31,32,32,200,1,32,0
"2017-05-17 17:14:50,038","32","40","150",4,0,0,True,LinearRegression,42.27,32,32,200,1,32,0
"2017-05-17 17:15:42,965","32","40","150",4,0,0,True,LinearRegression,41.88,32,32,200,1,32,0
"2017-05-17 17:16:45,472","32","40","150",4,0,0,True,LinearRegression,51.01,32,32,200,1,32,0
"2017-05-17 17:17:49,798","32","40","150",4,0,0,True,LinearRegression,52.19,32,32,200,1,32,0
"2017-05-17 17:18:49,363","32","40","150",4,0,0,True,LinearRegression,47.70,32,32,200,1,32,0
"2017-05-17 17:19:42,216","32","40","150",4,0,0,True,LinearRegression,41.53,32,32,200,1,32,0
"2017-05-17 17:20:44,121","32","40","150",4,0,0,True,LinearRegression,50.74,32,32,200,1,32,0
"2017-05-17 17:21:37,994","32","40","150",4,0,0,True,LinearRegression,42.35,32,32,200,1,32,0
"2017-05-17 17:22:33,734","32","40","150",4,0,0,True,LinearRegression,44.53,32,32,200,1,32,0
"2017-05-17 17:23:31,057","32","40","150",4,0,0,True,LinearRegression,46.88,32,32,200,1,32,0
"2017-05-17 17:24:26,614","32","40","150",4,0,0,True,LinearRegression,45.24,32,32,200,1,32,0
