"2017-05-02 18:49:47,059",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps
"2017-05-02 19:00:28,983","32","40",62,4,0,0,True,LinearRegression,42.16,32,32,200,1,32,0
"2017-05-02 19:01:21,932","32","40",62,4,0,0,True,LinearRegression,40.83,32,32,200,1,32,0
"2017-05-02 19:02:18,118","32","40",62,4,0,0,True,LinearRegression,44.01,32,32,200,1,32,0
"2017-05-02 19:03:12,318","32","40",62,4,0,0,True,LinearRegression,42.00,32,32,200,1,32,0
"2017-05-02 19:04:15,354","32","40",62,4,0,0,True,LinearRegression,50.99,32,32,200,1,32,0
"2017-05-02 19:05:12,631","32","40",62,4,0,0,True,LinearRegression,45.13,32,32,200,1,32,0
"2017-05-02 19:06:10,938","32","40",62,4,0,0,True,LinearRegression,46.56,32,32,200,1,32,0
"2017-05-02 19:07:04,737","32","40",62,4,0,0,True,LinearRegression,41.91,32,32,200,0,31,1
"2017-05-02 19:08:08,179","32","40",62,4,0,0,True,LinearRegression,51.34,32,32,200,1,32,0
"2017-05-02 19:09:09,437","32","40",62,4,0,0,True,LinearRegression,49.35,32,32,200,1,32,0
"2017-05-02 19:10:05,404","32","40",62,4,0,0,True,LinearRegression,44.00,32,32,200,1,32,0
"2017-05-02 19:10:57,463","32","40",62,4,0,0,True,LinearRegression,40.10,32,32,200,1,32,0
"2017-05-02 19:11:48,910","32","40",62,4,0,0,True,LinearRegression,39.36,32,32,200,1,32,0
"2017-05-02 19:12:41,007","32","40",62,4,0,0,True,LinearRegression,40.22,32,32,200,0,31,1
"2017-05-02 18:50:52,422","32","40",62,4,0,0,True,LinearRegression,53.80,32,32,200,1,32,0
"2017-05-02 18:51:51,397","32","40",62,4,0,0,True,LinearRegression,47.06,32,32,200,1,32,0
"2017-05-02 18:52:51,571","32","40",62,4,0,0,True,LinearRegression,47.95,32,32,200,1,32,0
"2017-05-02 18:53:48,630","32","40",62,4,0,0,True,LinearRegression,44.67,32,32,200,0,31,1
"2017-05-02 18:54:43,117","32","40",62,4,0,0,True,LinearRegression,42.42,32,32,200,0,31,1
"2017-05-02 18:55:38,153","32","40",62,4,0,0,True,LinearRegression,42.98,32,32,200,1,32,0
"2017-05-02 18:56:35,937","32","40",62,4,0,0,True,LinearRegression,45.38,32,32,200,1,32,0
"2017-05-02 18:57:31,086","32","40",62,4,0,0,True,LinearRegression,42.73,32,32,200,0,31,1
"2017-05-02 18:58:34,110","32","40",62,4,0,0,True,LinearRegression,50.44,32,32,200,1,32,0
"2017-05-02 18:59:29,150","32","40",62,4,0,0,True,LinearRegression,42.56,32,32,200,1,32,0
"2017-05-02 19:00:30,106","32","40",62,4,0,0,True,LinearRegression,48.78,32,32,200,0,31,1
"2017-05-02 19:01:29,872","32","40",62,4,0,0,True,LinearRegression,47.20,32,32,200,1,32,0
"2017-05-02 19:02:28,860","32","40",62,4,0,0,True,LinearRegression,46.17,32,32,200,1,32,0
"2017-05-02 19:03:30,254","32","40",62,4,0,0,True,LinearRegression,48.83,32,32,200,1,32,0
"2017-05-02 19:04:33,745","32","40",62,4,0,0,True,LinearRegression,50.38,32,32,200,1,32,0
"2017-05-02 19:05:38,080","32","40",62,4,0,0,True,LinearRegression,51.64,32,32,200,1,32,0
"2017-05-02 19:06:33,191","32","40",62,4,0,0,True,LinearRegression,42.80,32,32,200,1,32,0
"2017-05-02 19:07:25,263","32","40",62,4,0,0,True,LinearRegression,39.81,32,32,200,1,32,0
"2017-05-02 19:08:17,307","32","40",62,4,0,0,True,LinearRegression,40.14,32,32,200,1,32,0
"2017-05-02 19:09:09,077","32","40",62,4,0,0,True,LinearRegression,39.66,32,32,200,1,32,0
"2017-05-02 19:10:01,060","32","40",62,4,0,0,True,LinearRegression,39.75,32,32,200,1,32,0
"2017-05-02 19:10:53,722","32","40",62,4,0,0,True,LinearRegression,40.66,32,32,200,1,32,0
"2017-05-02 19:11:46,146","32","40",62,4,0,0,True,LinearRegression,39.79,32,32,200,1,32,0
"2017-05-02 19:12:38,676","32","40",62,4,0,0,True,LinearRegression,40.19,32,32,200,1,32,0
"2017-05-02 19:13:30,136","32","40",62,4,0,0,True,LinearRegression,39.48,32,32,200,0,30,2
"2017-05-02 18:50:49,305","32","40",62,4,0,0,True,LinearRegression,50.27,32,32,200,0,31,1
"2017-05-02 18:51:50,296","32","40",62,4,0,0,True,LinearRegression,48.88,32,32,200,0,31,1
"2017-05-02 18:52:42,613","32","40",62,4,0,0,True,LinearRegression,39.85,32,32,200,1,32,0
"2017-05-02 18:53:35,328","32","40",62,4,0,0,True,LinearRegression,40.42,32,32,200,0,31,1
"2017-05-02 18:54:26,679","32","40",62,4,0,0,True,LinearRegression,39.40,32,32,200,1,32,0
"2017-05-02 18:55:18,367","32","40",62,4,0,0,True,LinearRegression,39.54,32,32,200,1,32,0
"2017-05-02 18:56:09,917","32","40",62,4,0,0,True,LinearRegression,39.39,32,32,200,1,32,0
"2017-05-02 18:57:05,417","32","40",62,4,0,0,True,LinearRegression,43.23,32,32,200,1,32,0
"2017-05-02 18:57:57,089","32","40",62,4,0,0,True,LinearRegression,39.40,32,32,200,1,32,0
"2017-05-02 18:58:56,776","32","40",62,4,0,0,True,LinearRegression,47.41,32,32,200,1,32,0
"2017-05-02 18:59:59,005","32","40",62,4,0,0,True,LinearRegression,49.75,32,32,200,1,32,0
"2017-05-02 19:01:00,613","32","40",62,4,0,0,True,LinearRegression,48.68,32,32,200,1,32,0
"2017-05-02 19:02:03,638","32","40",62,4,0,0,True,LinearRegression,50.62,32,32,200,0,31,1
"2017-05-02 19:03:06,293","32","40",62,4,0,0,True,LinearRegression,50.04,32,32,200,1,32,0
"2017-05-02 19:04:05,507","32","40",62,4,0,0,True,LinearRegression,47.15,32,32,200,1,32,0
"2017-05-02 19:05:07,846","32","40",62,4,0,0,True,LinearRegression,50.54,32,32,200,1,32,0
"2017-05-02 19:06:11,725","32","40",62,4,0,0,True,LinearRegression,51.76,32,32,200,1,32,0
"2017-05-02 19:07:05,622","32","40",62,4,0,0,True,LinearRegression,41.90,32,32,200,1,32,0
"2017-05-02 19:08:03,695","32","40",62,4,0,0,True,LinearRegression,46.39,32,32,200,1,32,0
"2017-05-02 19:09:00,374","32","40",62,4,0,0,True,LinearRegression,44.63,32,32,200,1,32,0
"2017-05-02 19:09:53,260","32","40",62,4,0,0,True,LinearRegression,41.27,32,32,200,1,32,0
"2017-05-02 19:10:45,477","32","40",62,4,0,0,True,LinearRegression,40.12,32,32,200,1,32,0
"2017-05-02 19:11:37,521","32","40",62,4,0,0,True,LinearRegression,39.92,32,32,200,0,31,1
"2017-05-02 19:12:29,324","32","40",62,4,0,0,True,LinearRegression,39.80,32,32,200,1,32,0
"2017-05-02 19:13:23,617","32","40",62,4,0,0,True,LinearRegression,42.47,32,32,200,1,32,0
